Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2021-04-28,2746.323974609375,2769.9710551804214,2735.6870592578457,2769.047981597295,1639037
2021-04-29,2738.54443359375,2775.5536585645473,2729.9734334404593,2765.2245045336585,1621395
2021-04-30,2668.5693359375,2753.312466128327,2654.811870205795,2724.2589356846884,3072305
2021-05-03,2669.75634765625,2685.579730684835,2640.746812103844,2659.119432106354,1545831
2021-05-04,2680.96533203125,2716.3481845976103,2667.9989450659377,2692.437330880178,1990777
2021-05-05,2721.3583984375,2724.610940141866,2683.2943245964398,2698.7661643501683,1939289
2021-05-06,2735.20458984375,2755.027822749251,2702.2831930858956,2729.974123659157,1791671
2021-05-07,2754.060302734375,2777.7516000546525,2735.5119064331016,2754.148296283505,1912540
2021-05-10,2765.13671875,2781.5754158169793,2747.115640150612,2765.5322604784997,2137153
2021-05-11,2745.005615234375,2749.8405381869234,2717.358475020094,2747.1153139481335,2415625
2021-05-12,2714.238037109375,2742.720044026913,2699.2937291771773,2742.720044026913,1978558
2021-05-14,2682.50341796875,2723.8200362366615,2672.3940326478782,2723.8200362366615,2043935
2021-05-17,2698.546875,2703.337802177707,2668.878023454679,2685.5804880283413,2890462
2021-05-18,2715.292724609375,2746.2361880296953,2705.7986513301544,2725.1383427951523,2098538
2021-05-19,2709.315185546875,2740.9619560464494,2696.217024715244,2711.073339463518,1986041
2021-05-20,2689.97509765625,2715.292553263747,2683.030476552131,2696.2166289916227,2329027
2021-05-21,2707.996826171875,2714.7656764673193,2685.668355166535,2690.854823863694,1685566
2021-05-24,2708.87548828125,2729.533795590875,2700.5242576667206,2708.87548828125,1652260
2021-05-25,2750.8359375,2763.4240595646675,2722.656297882168,2731.401643786127,1841613
2021-05-26,2790.14599609375,2795.887946061966,2741.825321802558,2756.135984743549,1923753
2021-05-27,2809.139404296875,2842.486892508261,2793.061982915368,2793.19440322374,5959785
2021-05-28,2776.98388671875,2825.0395068850357,2769.960867380018,2817.530802754791,1763701
2021-05-31,2790.72021484375,2800.6142092520568,2763.733221463764,2782.6374019909617,1652799
2021-06-01,2785.287841796875,2800.261039677647,2766.736923725916,2799.068610059735,1377441
2021-06-02,2764.484130859375,2790.9854410639764,2751.719376244468,2783.388528206253,2240078
2021-06-03,2774.908447265625,2786.657406387697,2758.4775461573736,2786.657406387697,1281706
2021-06-04,2777.1162109375,2788.688534934649,2760.552893576044,2763.203024353877,1836060
2021-06-07,2811.9658203125,2818.3703040112887,2768.150447443102,2778.2208596814926,2559821
2021-06-08,2826.938720703125,2854.190986460442,2815.499032089733,2825.039546487309,2574057
2021-06-09,2827.027587890625,2844.4742857613664,2814.616096398298,2828.5734978285386,1710925
2021-06-10,2841.647216796875,2848.0074881529035,2820.622800766818,2835.6402099785423,1874324
2021-06-11,2891.999755859375,2923.0945840947657,2836.523635396885,2837.00953589567,3452954
2021-06-14,2894.252197265625,2922.8293126007034,2888.951935490787,2896.593059948897,1847360
